Model,MeanAcc,MeanF1,MeanTrain_s,MeanPred_s
SVM,0.704505672821661,0.7086768930041192,21.18921868801117,0.9467910289764404
RandomForest,0.6911385921436357,0.6972261436196061,46.110523867607114,0.0951352834701538
